datum;kijkers
2018-11-17T00:00:00.000000;859.897
2018-11-18T00:00:00.000000;960.567
2018-11-19T00:00:00.000000;1.032.487
2018-11-20T00:00:00.000000;1.051.193
2018-11-21T00:00:00.000000;974.110
2018-11-22T00:00:00.000000;963.210
2018-11-23T00:00:00.000000;892.861
2018-11-24T00:00:00.000000;706.694
2018-11-25T00:00:00.000000;851.763
2018-11-26T00:00:00.000000;1.036.312
2018-11-27T00:00:00.000000;1.071.818
2018-11-28T00:00:00.000000;998.233
2018-11-29T00:00:00.000000;943.732
2018-11-30T00:00:00.000000;913.559
2018-12-01T00:00:00.000000;734.520
2018-12-02T00:00:00.000000;959.787
2018-12-03T00:00:00.000000;1.042.323
2018-12-04T00:00:00.000000;982.353
2018-12-05T00:00:00.000000;1.055.112
2018-12-06T00:00:00.000000;971.902
2018-12-07T00:00:00.000000;926.779
2018-12-08T00:00:00.000000;832.797
2018-12-09T00:00:00.000000;994.391
2018-12-10T00:00:00.000000;1.070.355
2018-12-11T00:00:00.000000;1.000.575
2018-12-12T00:00:00.000000;1.006.450
2018-12-13T00:00:00.000000;879.502
2018-12-14T00:00:00.000000;973.888
2018-12-15T00:00:00.000000;722.586
2018-12-16T00:00:00.000000;1.069.094
2018-12-17T00:00:00.000000;1.068.326
2018-12-18T00:00:00.000000;1.009.579
2018-12-19T00:00:00.000000;950.340
2018-12-20T00:00:00.000000;956.048
2018-12-21T00:00:00.000000;909.927
2018-12-22T00:00:00.000000;780.280
2018-12-23T00:00:00.000000;1.008.121
2018-12-24T00:00:00.000000;643.979
2018-12-25T00:00:00.000000;755.763
2018-12-26T00:00:00.000000;975.740
2018-12-27T00:00:00.000000;891.292
2018-12-28T00:00:00.000000;992.450
2018-12-29T00:00:00.000000;852.833
2018-12-30T00:00:00.000000;855.155
2018-12-31T00:00:00.000000;703.696
2019-01-01T00:00:00.000000;830.944
2019-01-02T00:00:00.000000;998.858
2019-01-03T00:00:00.000000;991.987
2019-01-04T00:00:00.000000;976.242
2019-01-05T00:00:00.000000;813.216
2019-01-06T00:00:00.000000;970.230
2019-01-07T00:00:00.000000;1.048.850
2019-01-08T00:00:00.000000;1.023.012
2019-01-09T00:00:00.000000;963.041
2019-01-10T00:00:00.000000;1.023.172
2019-01-11T00:00:00.000000;941.111
2019-01-12T00:00:00.000000;789.834
2019-01-13T00:00:00.000000;904.815
2019-01-14T00:00:00.000000;1.077.936
2019-01-15T00:00:00.000000;1.030.649
2019-01-16T00:00:00.000000;1.040.871
2019-01-17T00:00:00.000000;1.071.769
2019-01-18T00:00:00.000000;977.253
2019-01-19T00:00:00.000000;854.714
2019-01-20T00:00:00.000000;966.679
2019-01-21T00:00:00.000000;1.134.694
2019-01-22T00:00:00.000000;1.037.297
2019-01-23T00:00:00.000000;1.069.873
2019-01-24T00:00:00.000000;1.052.621
2019-01-25T00:00:00.000000;1.036.414
2019-01-26T00:00:00.000000;753.414
2019-01-27T00:00:00.000000;1.045.865
2019-01-28T00:00:00.000000;1.024.435
2019-01-29T00:00:00.000000;1.074.035
2019-01-30T00:00:00.000000;1.024.905
2019-01-31T00:00:00.000000;990.851
2019-02-01T00:00:00.000000;930.256
2019-02-02T00:00:00.000000;793.181
2019-02-03T00:00:00.000000;922.993
2019-02-04T00:00:00.000000;1.061.944
2019-02-05T00:00:00.000000;1.103.940
2019-02-06T00:00:00.000000;1.015.351
2019-02-07T00:00:00.000000;1.059.136
2019-02-08T00:00:00.000000;1.059.095
2019-02-09T00:00:00.000000;767.482
2019-02-10T00:00:00.000000;903.286
2019-02-11T00:00:00.000000;1.020.933
2019-02-12T00:00:00.000000;968.534
2019-02-13T00:00:00.000000;939.526
2019-02-14T00:00:00.000000;844.120
2019-02-15T00:00:00.000000;980.274
2019-02-16T00:00:00.000000;729.542
2019-02-17T00:00:00.000000;929.455
2019-02-18T00:00:00.000000;1.055.349
2019-02-19T00:00:00.000000;1.032.993
2019-02-20T00:00:00.000000;1.065.550
2019-02-21T00:00:00.000000;786.426
2019-02-22T00:00:00.000000;915.942
2019-02-23T00:00:00.000000;694.775
2019-02-24T00:00:00.000000;844.454
2019-02-25T00:00:00.000000;1.058.497
2019-02-26T00:00:00.000000;946.626
2019-02-27T00:00:00.000000;989.079
2019-02-28T00:00:00.000000;979.960
2019-03-01T00:00:00.000000;869.216
2019-03-02T00:00:00.000000;832.170
2019-03-03T00:00:00.000000;824.929
2019-03-04T00:00:00.000000;1.053.492
2019-03-05T00:00:00.000000;954.263
2019-03-06T00:00:00.000000;999.799
2019-03-07T00:00:00.000000;993.725
2019-03-08T00:00:00.000000;943.527
2019-03-09T00:00:00.000000;755.682
2019-03-10T00:00:00.000000;901.460
2019-03-11T00:00:00.000000;1.029.731
2019-03-12T00:00:00.000000;1.082.433
2019-03-13T00:00:00.000000;1.075.187
2019-03-14T00:00:00.000000;996.001
2019-03-15T00:00:00.000000;969.390
2019-03-16T00:00:00.000000;771.720
2019-03-17T00:00:00.000000;760.516
2019-03-18T00:00:00.000000;1.043.360
2019-03-19T00:00:00.000000;983.676
2019-03-20T00:00:00.000000;958.562
2019-03-21T00:00:00.000000;914.330
2019-03-22T00:00:00.000000;845.692
2019-03-23T00:00:00.000000;767.549
2019-03-24T00:00:00.000000;802.540
2019-03-25T00:00:00.000000;1.009.551
2019-03-26T00:00:00.000000;912.431
2019-03-27T00:00:00.000000;951.917
2019-03-28T00:00:00.000000;928.989
2019-03-29T00:00:00.000000;749.354
2019-03-30T00:00:00.000000;675.421
2019-03-31T00:00:00.000000;719.117
2019-04-01T00:00:00.000000;967.972
2019-04-02T00:00:00.000000;984.329
2019-04-03T00:00:00.000000;915.231
2019-04-04T00:00:00.000000;841.906
2019-04-05T00:00:00.000000;823.543
2019-04-06T00:00:00.000000;624.189
2019-04-07T00:00:00.000000;681.175
2019-04-08T00:00:00.000000;924.043
2019-04-09T00:00:00.000000;848.000
2019-04-10T00:00:00.000000;895.203
2019-04-11T00:00:00.000000;868.922
2019-04-12T00:00:00.000000;798.739
2019-04-13T00:00:00.000000;682.470
2019-04-14T00:00:00.000000;726.901
2019-04-15T00:00:00.000000;855.042
2019-04-16T00:00:00.000000;942.238
2019-04-17T00:00:00.000000;894.227
2019-04-18T00:00:00.000000;744.907
2019-04-19T00:00:00.000000;598.515
2019-04-20T00:00:00.000000;565.546
2019-04-21T00:00:00.000000;587.333
2019-04-22T00:00:00.000000;812.404
2019-04-23T00:00:00.000000;883.384
2019-04-24T00:00:00.000000;935.031
2019-04-25T00:00:00.000000;901.168
2019-04-26T00:00:00.000000;748.528
2019-04-27T00:00:00.000000;704.336
2019-04-28T00:00:00.000000;764.546
2019-04-29T00:00:00.000000;915.571
2019-04-30T00:00:00.000000;803.860
2019-05-01T00:00:00.000000;835.320
2019-05-02T00:00:00.000000;930.987
2019-05-03T00:00:00.000000;831.782
2019-05-04T00:00:00.000000;665.129
2019-05-05T00:00:00.000000;773.793
2019-05-06T00:00:00.000000;1.015.879
2019-05-07T00:00:00.000000;896.718
2019-05-08T00:00:00.000000;908.410
2019-05-09T00:00:00.000000;1.025.482
2019-05-10T00:00:00.000000;812.946
2019-05-11T00:00:00.000000;636.078
2019-05-12T00:00:00.000000;645.077
2019-05-13T00:00:00.000000;858.669
2019-05-14T00:00:00.000000;769.567
2019-05-15T00:00:00.000000;830.207
2019-05-16T00:00:00.000000;849.978
2019-05-17T00:00:00.000000;785.225
2019-05-18T00:00:00.000000;654.605
2019-05-19T00:00:00.000000;822.000
2019-05-20T00:00:00.000000;992.052
2019-05-21T00:00:00.000000;921.124
2019-05-22T00:00:00.000000;846.525
2019-05-23T00:00:00.000000;734.647
2019-05-24T00:00:00.000000;779.540
2019-05-25T00:00:00.000000;626.746
2019-05-27T00:00:00.000000;984.753
2019-05-28T00:00:00.000000;1.003.235
2019-05-29T00:00:00.000000;846.328
2019-05-30T00:00:00.000000;825.725
2019-05-31T00:00:00.000000;736.595
2019-06-01T00:00:00.000000;493.416
2019-06-02T00:00:00.000000;698.257
2019-06-03T00:00:00.000000;876.056
2019-06-04T00:00:00.000000;788.707
2019-06-05T00:00:00.000000;898.822
2019-06-06T00:00:00.000000;855.079
2019-06-07T00:00:00.000000;858.533
2019-06-08T00:00:00.000000;666.806
2019-06-09T00:00:00.000000;735.028
2019-06-10T00:00:00.000000;914.353
2019-06-11T00:00:00.000000;756.777
2019-06-12T00:00:00.000000;873.214
2019-06-13T00:00:00.000000;913.332
2019-06-14T00:00:00.000000;682.457
2019-06-15T00:00:00.000000;513.747
2019-06-16T00:00:00.000000;753.579
2019-06-17T00:00:00.000000;723.245
2019-06-18T00:00:00.000000;689.797
2019-06-19T00:00:00.000000;834.662
2019-06-20T00:00:00.000000;817.803
2019-06-21T00:00:00.000000;669.516
2019-06-22T00:00:00.000000;538.206
2019-06-23T00:00:00.000000;550.896
2019-06-24T00:00:00.000000;757.114
2019-06-25T00:00:00.000000;717.861
2019-06-26T00:00:00.000000;708.870
2019-06-27T00:00:00.000000;691.128
2019-06-28T00:00:00.000000;673.527
2019-06-29T00:00:00.000000;649.482
2019-06-30T00:00:00.000000;638.574
2019-07-01T00:00:00.000000;716.242
2019-07-02T00:00:00.000000;699.795
2019-07-03T00:00:00.000000;677.156
2019-07-04T00:00:00.000000;641.389
2019-07-05T00:00:00.000000;621.469
2019-07-06T00:00:00.000000;575.882
2019-07-07T00:00:00.000000;701.961
2019-07-08T00:00:00.000000;707.052
2019-07-09T00:00:00.000000;700.906
2019-07-10T00:00:00.000000;807.119
2019-07-11T00:00:00.000000;709.722
2019-07-12T00:00:00.000000;686.909
2019-07-13T00:00:00.000000;675.079
2019-07-14T00:00:00.000000;693.963
2019-07-15T00:00:00.000000;964.826
2019-07-16T00:00:00.000000;657.711
2019-07-17T00:00:00.000000;662.197
2019-07-18T00:00:00.000000;724.333
2019-07-19T00:00:00.000000;680.570
2019-07-20T00:00:00.000000;589.469
2019-07-21T00:00:00.000000;539.659
2019-07-22T00:00:00.000000;597.517
2019-07-23T00:00:00.000000;746.719
2019-07-24T00:00:00.000000;712.587
2019-07-25T00:00:00.000000;788.534
2019-07-26T00:00:00.000000;819.651
2019-07-27T00:00:00.000000;634.836
2019-07-28T00:00:00.000000;725.508
2019-07-29T00:00:00.000000;618.164
2019-07-30T00:00:00.000000;695.394
2019-07-31T00:00:00.000000;690.371
2019-08-01T00:00:00.000000;682.537
2019-08-02T00:00:00.000000;665.468
2019-08-03T00:00:00.000000;668.915
2019-08-04T00:00:00.000000;559.322
2019-08-05T00:00:00.000000;769.128
2019-08-06T00:00:00.000000;680.841
2019-08-07T00:00:00.000000;701.422
2019-08-08T00:00:00.000000;715.561
2019-08-09T00:00:00.000000;636.935
2019-08-10T00:00:00.000000;565.874
2019-08-11T00:00:00.000000;744.781
2019-08-12T00:00:00.000000;930.178
2019-08-13T00:00:00.000000;819.336
2019-08-16T00:00:00.000000;744.754
2019-08-17T00:00:00.000000;602.611
2019-08-18T00:00:00.000000;605.875
2019-08-19T00:00:00.000000;805.556
2019-08-20T00:00:00.000000;690.452
2019-08-21T00:00:00.000000;642.085
2019-08-22T00:00:00.000000;595.261
2019-08-23T00:00:00.000000;565.453
2019-08-24T00:00:00.000000;526.184
2019-08-25T00:00:00.000000;567.874
2019-08-26T00:00:00.000000;736.486
2019-08-27T00:00:00.000000;702.694
2019-08-28T00:00:00.000000;765.681
2019-08-29T00:00:00.000000;650.131
2019-08-30T00:00:00.000000;642.250
2019-08-31T00:00:00.000000;594.052
2019-09-01T00:00:00.000000;592.825
2019-09-02T00:00:00.000000;887.887
2019-09-03T00:00:00.000000;799.390
2019-09-04T00:00:00.000000;835.191
2019-09-05T00:00:00.000000;848.986
2019-09-06T00:00:00.000000;729.338
2019-09-07T00:00:00.000000;632.649
2019-09-08T00:00:00.000000;792.716
2019-09-09T00:00:00.000000;835.809
2019-09-10T00:00:00.000000;852.917
2019-09-11T00:00:00.000000;886.604
2019-09-12T00:00:00.000000;778.260
2019-09-13T00:00:00.000000;786.126
2019-09-14T00:00:00.000000;545.619
2019-09-15T00:00:00.000000;710.211
2019-09-16T00:00:00.000000;866.315
2019-09-17T00:00:00.000000;820.851
2019-09-18T00:00:00.000000;731.353
2019-09-19T00:00:00.000000;793.965
2019-09-20T00:00:00.000000;727.620
2019-09-21T00:00:00.000000;489.759
2019-09-22T00:00:00.000000;740.058
2019-09-23T00:00:00.000000;841.139
2019-09-24T00:00:00.000000;963.426
2019-09-25T00:00:00.000000;934.683
2019-09-26T00:00:00.000000;973.974
2019-09-27T00:00:00.000000;682.142
2019-09-28T00:00:00.000000;647.193
2019-09-29T00:00:00.000000;963.268
2019-09-30T00:00:00.000000;1.052.804
2019-10-01T00:00:00.000000;738.189
2019-10-02T00:00:00.000000;778.595
2019-10-03T00:00:00.000000;859.742
2019-10-04T00:00:00.000000;858.362
2019-10-05T00:00:00.000000;549.499
2019-10-06T00:00:00.000000;887.987
2019-10-07T00:00:00.000000;1.045.262
2019-10-08T00:00:00.000000;886.667
2019-10-09T00:00:00.000000;969.965
2019-10-10T00:00:00.000000;1.000.253
2019-10-11T00:00:00.000000;931.803
2019-10-12T00:00:00.000000;712.363
2019-10-13T00:00:00.000000;965.266
2019-10-14T00:00:00.000000;1.008.529
2019-10-15T00:00:00.000000;1.027.984
2019-10-16T00:00:00.000000;977.860
2019-10-17T00:00:00.000000;914.806
2019-10-18T00:00:00.000000;787.833
2019-10-19T00:00:00.000000;606.369
2019-10-20T00:00:00.000000;845.594
2019-10-21T00:00:00.000000;980.687
2019-10-22T00:00:00.000000;902.981
2019-10-23T00:00:00.000000;976.902
2019-10-24T00:00:00.000000;875.596
2019-10-25T00:00:00.000000;977.254
2019-10-26T00:00:00.000000;715.598
2019-10-27T00:00:00.000000;902.883
2019-10-28T00:00:00.000000;983.861
2019-10-29T00:00:00.000000;979.146
2019-10-30T00:00:00.000000;941.439
2019-10-31T00:00:00.000000;935.202
2019-11-01T00:00:00.000000;930.132
2019-11-02T00:00:00.000000;828.012
2019-11-03T00:00:00.000000;935.759
2019-11-04T00:00:00.000000;997.022
2019-11-05T00:00:00.000000;977.155
2019-11-06T00:00:00.000000;1.000.398
2019-11-07T00:00:00.000000;897.311
2019-11-08T00:00:00.000000;870.125
2019-11-09T00:00:00.000000;760.998
2019-11-10T00:00:00.000000;738.238
2019-11-11T00:00:00.000000;1.074.705
2019-11-12T00:00:00.000000;974.665
2019-11-13T00:00:00.000000;978.186
2019-11-14T00:00:00.000000;1.032.975
2019-11-15T00:00:00.000000;960.371
2019-11-16T00:00:00.000000;657.695
2019-11-17T00:00:00.000000;991.035
2019-11-18T00:00:00.000000;984.251
2019-11-19T00:00:00.000000;1.044.394
2019-11-20T00:00:00.000000;965.305
2019-11-21T00:00:00.000000;960.615
2019-11-22T00:00:00.000000;816.917
2019-11-23T00:00:00.000000;608.936
2019-11-24T00:00:00.000000;982.311
2019-11-25T00:00:00.000000;1.021.140
2019-11-26T00:00:00.000000;831.290
2019-11-27T00:00:00.000000;964.997
2019-11-28T00:00:00.000000;813.072
2019-11-29T00:00:00.000000;862.629
2019-11-30T00:00:00.000000;654.086
2019-12-01T00:00:00.000000;997.512
2019-12-02T00:00:00.000000;1.058.798
2019-12-03T00:00:00.000000;1.000.571
2019-12-04T00:00:00.000000;983.697
2019-12-05T00:00:00.000000;1.028.872
2019-12-06T00:00:00.000000;877.229
2019-12-07T00:00:00.000000;765.868
2019-12-08T00:00:00.000000;928.096
2019-12-09T00:00:00.000000;1.010.181
2019-12-10T00:00:00.000000;929.451
2019-12-11T00:00:00.000000;908.562
2019-12-12T00:00:00.000000;896.659
2019-12-13T00:00:00.000000;875.261
2019-12-14T00:00:00.000000;711.572
2019-12-15T00:00:00.000000;878.916
2019-12-16T00:00:00.000000;996.776
2019-12-17T00:00:00.000000;927.731
2019-12-18T00:00:00.000000;876.927
2019-12-19T00:00:00.000000;902.197
2019-12-20T00:00:00.000000;915.096
2019-12-21T00:00:00.000000;706.913
2019-12-22T00:00:00.000000;904.408
2019-12-23T00:00:00.000000;1.083.106
2019-12-24T00:00:00.000000;736.386
2019-12-25T00:00:00.000000;790.446
2019-12-26T00:00:00.000000;861.609
2019-12-27T00:00:00.000000;963.870
2019-12-28T00:00:00.000000;763.101
2019-12-29T00:00:00.000000;998.408
2019-12-30T00:00:00.000000;930.165
2019-12-31T00:00:00.000000;680.152
2020-01-01T00:00:00.000000;901.803
2020-01-02T00:00:00.000000;1.035.053
2020-01-03T00:00:00.000000;1.038.632
2020-01-04T00:00:00.000000;845.922
2020-01-05T00:00:00.000000;1.165.948
2020-01-06T00:00:00.000000;1.047.540
2020-01-07T00:00:00.000000;1.027.914
2020-01-08T00:00:00.000000;1.102.124
2020-01-09T00:00:00.000000;1.138.000
2020-01-10T00:00:00.000000;1.028.799
2020-01-11T00:00:00.000000;789.829
2020-01-12T00:00:00.000000;1.065.662
2020-01-13T00:00:00.000000;999.522
2020-01-14T00:00:00.000000;1.019.505
2020-01-15T00:00:00.000000;1.108.349
2020-01-16T00:00:00.000000;1.019.868
2020-01-17T00:00:00.000000;927.737
2020-01-18T00:00:00.000000;746.743
2020-01-19T00:00:00.000000;894.010
2020-01-20T00:00:00.000000;1.038.906
2020-01-21T00:00:00.000000;1.077.753
2020-01-22T00:00:00.000000;1.042.204
2020-01-23T00:00:00.000000;1.017.231
2020-01-24T00:00:00.000000;967.385
2020-01-25T00:00:00.000000;770.863
2020-01-26T00:00:00.000000;948.758
2020-01-27T00:00:00.000000;749.666
2020-01-28T00:00:00.000000;1.044.157
2020-01-29T00:00:00.000000;1.091.980
2020-01-30T00:00:00.000000;974.648
2020-01-31T00:00:00.000000;960.867
2020-02-01T00:00:00.000000;745.635
2020-02-02T00:00:00.000000;979.704
2020-02-03T00:00:00.000000;1.020.376
2020-02-04T00:00:00.000000;998.502
2020-02-05T00:00:00.000000;970.465
2020-02-06T00:00:00.000000;938.605
2020-02-07T00:00:00.000000;939.979
2020-02-08T00:00:00.000000;677.136
2020-02-09T00:00:00.000000;1.276.251
2020-02-10T00:00:00.000000;1.143.999
2020-02-11T00:00:00.000000;1.030.525
2020-02-12T00:00:00.000000;995.486
2020-02-13T00:00:00.000000;988.784
2020-02-14T00:00:00.000000;960.860
2020-02-15T00:00:00.000000;644.761
2020-02-16T00:00:00.000000;926.327
2020-02-17T00:00:00.000000;989.615
2020-02-18T00:00:00.000000;1.027.644
2020-02-19T00:00:00.000000;961.060
2020-02-20T00:00:00.000000;784.242
2020-02-21T00:00:00.000000;996.303
2020-02-22T00:00:00.000000;732.339
2020-02-23T00:00:00.000000;1.066.218
2020-02-24T00:00:00.000000;1.101.133
2020-02-25T00:00:00.000000;1.109.867
2020-02-26T00:00:00.000000;1.031.394
2020-02-27T00:00:00.000000;823.736
2020-02-28T00:00:00.000000;997.696
2020-02-29T00:00:00.000000;792.323
2020-03-01T00:00:00.000000;1.176.382
2020-03-02T00:00:00.000000;1.141.427
2020-03-03T00:00:00.000000;1.072.924
2020-03-04T00:00:00.000000;1.073.165
2020-03-05T00:00:00.000000;1.064.915
2020-03-06T00:00:00.000000;929.418
2020-03-07T00:00:00.000000;774.344
2020-03-08T00:00:00.000000;928.073
2020-03-09T00:00:00.000000;1.041.827
2020-03-10T00:00:00.000000;1.029.004
2020-03-11T00:00:00.000000;1.145.496
2020-03-12T00:00:00.000000;1.329.835
2020-03-13T00:00:00.000000;1.289.634
2020-03-14T00:00:00.000000;1.368.517
2020-03-15T00:00:00.000000;1.573.774
2020-03-16T00:00:00.000000;1.566.684
2020-03-17T00:00:00.000000;1.558.945
2020-03-18T00:00:00.000000;1.583.752
2020-03-19T00:00:00.000000;1.524.297
2020-03-20T00:00:00.000000;1.625.699
2020-03-21T00:00:00.000000;1.581.673
2020-03-22T00:00:00.000000;1.577.826
2020-03-23T00:00:00.000000;1.425.268
2020-03-24T00:00:00.000000;1.476.960
2020-03-25T00:00:00.000000;1.475.482
2020-03-26T00:00:00.000000;1.479.727
2020-03-27T00:00:00.000000;1.748.530
2020-03-28T00:00:00.000000;1.455.179
2020-03-29T00:00:00.000000;1.447.612
2020-03-30T00:00:00.000000;1.418.169
2020-03-31T00:00:00.000000;1.370.143
2020-04-01T00:00:00.000000;1.351.507
2020-04-02T00:00:00.000000;1.468.232
2020-04-03T00:00:00.000000;1.362.092
2020-04-04T00:00:00.000000;1.217.477
2020-04-05T00:00:00.000000;1.116.931
2020-04-06T00:00:00.000000;1.366.299
2020-04-07T00:00:00.000000;1.263.756
2020-04-08T00:00:00.000000;1.214.214
2020-04-09T00:00:00.000000;1.238.823
2020-04-10T00:00:00.000000;1.110.957
2020-04-11T00:00:00.000000;1.049.710
2020-04-12T00:00:00.000000;1.211.355
2020-04-13T00:00:00.000000;1.458.501
2020-04-14T00:00:00.000000;1.323.910
2020-04-15T00:00:00.000000;1.381.096
2020-04-16T00:00:00.000000;1.106.494
2020-04-17T00:00:00.000000;1.201.524
2020-04-18T00:00:00.000000;1.261.510
2020-04-19T00:00:00.000000;1.183.680
2020-04-20T00:00:00.000000;1.271.483
2020-04-21T00:00:00.000000;1.216.380
2020-04-22T00:00:00.000000;1.287.865
2020-04-23T00:00:00.000000;1.125.314
2020-04-24T00:00:00.000000;1.338.656
2020-04-25T00:00:00.000000;1.087.576
2020-04-26T00:00:00.000000;1.086.339
2020-04-27T00:00:00.000000;1.153.530
2020-04-28T00:00:00.000000;1.368.466
2020-04-29T00:00:00.000000;1.316.352
2020-04-30T00:00:00.000000;1.256.305
2020-05-01T00:00:00.000000;1.268.758
2020-05-02T00:00:00.000000;1.138.936
2020-05-03T00:00:00.000000;1.239.238
2020-05-04T00:00:00.000000;1.186.315
2020-05-05T00:00:00.000000;1.130.569
2020-05-06T00:00:00.000000;1.102.128
2020-05-07T00:00:00.000000;1.155.207
2020-05-08T00:00:00.000000;941.375
2020-05-09T00:00:00.000000;823.631
2020-05-10T00:00:00.000000;1.209.528
2020-05-11T00:00:00.000000;1.189.311
2020-05-12T00:00:00.000000;1.161.551
2020-05-13T00:00:00.000000;1.169.439
2020-05-14T00:00:00.000000;1.081.659
2020-05-15T00:00:00.000000;1.073.592
2020-05-16T00:00:00.000000;865.079
2020-05-17T00:00:00.000000;882.051
2020-05-18T00:00:00.000000;963.067
2020-05-19T00:00:00.000000;908.445
2020-05-20T00:00:00.000000;867.264
2020-05-21T00:00:00.000000;795.604
2020-05-22T00:00:00.000000;1.195.656
2020-05-23T00:00:00.000000;932.263
2020-05-24T00:00:00.000000;1.083.821
2020-05-25T00:00:00.000000;952.688
2020-05-26T00:00:00.000000;935.240
2020-05-27T00:00:00.000000;923.727
2020-05-28T00:00:00.000000;886.629
2020-05-29T00:00:00.000000;903.835
2020-05-30T00:00:00.000000;757.616
2020-05-31T00:00:00.000000;938.939
2020-06-01T00:00:00.000000;962.889
2020-06-02T00:00:00.000000;1.052.270
2020-06-03T00:00:00.000000;985.392
2020-06-04T00:00:00.000000;1.104.548
2020-06-05T00:00:00.000000;1.152.646
2020-06-06T00:00:00.000000;996.624
2020-06-07T00:00:00.000000;1.018.532
2020-06-08T00:00:00.000000;1.147.265
2020-06-09T00:00:00.000000;1.050.154
2020-06-10T00:00:00.000000;1.038.798
2020-06-11T00:00:00.000000;987.072
2020-06-12T00:00:00.000000;930.543
2020-06-13T00:00:00.000000;560.800
2020-06-14T00:00:00.000000;692.822
2020-06-15T00:00:00.000000;866.782
2020-06-16T00:00:00.000000;982.685
2020-06-17T00:00:00.000000;1.087.114
2020-06-18T00:00:00.000000;911.990
2020-06-19T00:00:00.000000;790.907
2020-06-20T00:00:00.000000;657.083
2020-06-21T00:00:00.000000;844.745
2020-06-22T00:00:00.000000;884.853
2020-06-23T00:00:00.000000;810.313
2020-06-24T00:00:00.000000;753.998
2020-06-25T00:00:00.000000;685.653
2020-06-26T00:00:00.000000;712.971
2020-06-27T00:00:00.000000;723.887
2020-06-28T00:00:00.000000;884.160
2020-06-29T00:00:00.000000;887.081
2020-06-30T00:00:00.000000;957.137
2020-07-01T00:00:00.000000;871.094
2020-07-02T00:00:00.000000;836.679
2020-07-03T00:00:00.000000;691.172
2020-07-04T00:00:00.000000;849.336
2020-07-05T00:00:00.000000;893.275
2020-07-06T00:00:00.000000;827.694
2020-07-08T00:00:00.000000;950.133
2020-07-23T00:00:00.000000;752.247
2020-07-24T00:00:00.000000;985.633
2020-07-25T00:00:00.000000;914.492
2020-07-26T00:00:00.000000;913.913
2020-07-27T00:00:00.000000;962.063
2020-07-28T00:00:00.000000;861.754
2020-07-29T00:00:00.000000;842.199
2020-07-30T00:00:00.000000;769.604
2020-07-31T00:00:00.000000;722.455
2020-08-01T00:00:00.000000;832.188
2020-08-02T00:00:00.000000;691.794
2020-08-03T00:00:00.000000;1.023.341
2020-08-04T00:00:00.000000;805.240
2020-08-05T00:00:00.000000;824.154
2020-08-06T00:00:00.000000;819.387
2020-08-07T00:00:00.000000;797.224
2020-08-08T00:00:00.000000;825.206
2020-08-09T00:00:00.000000;830.711
2020-08-10T00:00:00.000000;814.179
2020-08-11T00:00:00.000000;798.873
2020-08-12T00:00:00.000000;857.354
2020-08-13T00:00:00.000000;810.127
2020-08-14T00:00:00.000000;719.312
2020-08-15T00:00:00.000000;699.987
2020-08-16T00:00:00.000000;983.449
2020-08-17T00:00:00.000000;884.235
2020-08-18T00:00:00.000000;790.970
2020-08-19T00:00:00.000000;926.727
2020-08-20T00:00:00.000000;800.571
2020-08-21T00:00:00.000000;718.458
2020-08-22T00:00:00.000000;799.539
2020-08-23T00:00:00.000000;793.052
2020-08-24T00:00:00.000000;940.433
2020-08-25T00:00:00.000000;872.309
2020-08-26T00:00:00.000000;932.401
2020-08-27T00:00:00.000000;906.713
2020-08-28T00:00:00.000000;808.624
2020-08-29T00:00:00.000000;827.276
2020-08-30T00:00:00.000000;1.002.744
2020-08-31T00:00:00.000000;977.562
2020-09-01T00:00:00.000000;1.017.385
2020-09-02T00:00:00.000000;939.691
2020-09-03T00:00:00.000000;996.495
2020-09-04T00:00:00.000000;854.093
2020-09-05T00:00:00.000000;864.363
2020-09-06T00:00:00.000000;981.367
2020-09-07T00:00:00.000000;907.870
2020-09-08T00:00:00.000000;995.222
2020-09-09T00:00:00.000000;913.635
2020-09-10T00:00:00.000000;902.188
2020-09-11T00:00:00.000000;803.857
2020-09-12T00:00:00.000000;729.707
2020-09-13T00:00:00.000000;780.074
2020-09-14T00:00:00.000000;792.272
2020-09-15T00:00:00.000000;818.482
2020-09-16T00:00:00.000000;802.695
2020-09-17T00:00:00.000000;900.166
2020-09-18T00:00:00.000000;795.715
2020-09-19T00:00:00.000000;657.600
2020-09-20T00:00:00.000000;644.223
2020-09-21T00:00:00.000000;875.964
2020-09-22T00:00:00.000000;908.374
2020-09-23T00:00:00.000000;1.040.340
2020-09-24T00:00:00.000000;900.825
2020-09-25T00:00:00.000000;1.022.001
2020-09-26T00:00:00.000000;848.878
2020-09-27T00:00:00.000000;902.222
2020-09-28T00:00:00.000000;1.015.829
2020-09-29T00:00:00.000000;925.729
2020-09-30T00:00:00.000000;920.964
2020-10-01T00:00:00.000000;976.259
2020-10-02T00:00:00.000000;1.078.176
2020-10-03T00:00:00.000000;833.239
2020-10-04T00:00:00.000000;1.016.684
2020-10-05T00:00:00.000000;1.037.677
2020-10-06T00:00:00.000000;1.067.416
2020-10-07T00:00:00.000000;1.011.563
2020-10-08T00:00:00.000000;1.088.134
2020-10-09T00:00:00.000000;969.917
2020-10-10T00:00:00.000000;913.571
2020-10-11T00:00:00.000000;993.665
2020-10-12T00:00:00.000000;1.131.916
2020-10-13T00:00:00.000000;1.160.107
2020-10-14T00:00:00.000000;1.055.969
